"companyname","TypeOfCompany","tradedAs"
"","Public","Nasdaq: TSLANasdaq-100 componentS&P 100 componentS&P 500 componentNorth AmericaEuropeAustraliaNew ZealandEast AsiaMiddle East 509,737 vehicles (2020) 3 GWh battery energy storage systems (2020) 205 MW solar (2020)Elon Musk (23.1%)DeepScaleTesla EnergyTesla Grohmann Automation"
